"SampleID"	"ExtractID"	"SequenceID"	"steps_remaining"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"Bristol"	"SampleTime"	"SampleStabilizer"	"CollectionDate"	"Subject"	"Subj_Certainty"
"MAR-35-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"DNA/RNA Shield"	2023-04-13	"Marshmallow"	"yes"
"MAR-35-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-13	"Marshmallow"	"yes"
"OPH-35-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	1	730	"DNA/RNA Shield"	2023-04-13	"Ophelia"	"yes"
"OPH-35-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-04-13	"Ophelia"	"yes"
"WOL-35-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	1	730	"DNA/RNA Shield"	2023-04-13	"Wolverine"	"yes"
"WOL-35-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-04-13	"Wolverine"	"yes"
"BUD-36-MGE"	"DNA1-BUD-36-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-10-11	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	27	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-14	"Buddy"	"yes"
"CHA-36-MGE"	"DNA1-CHA-36-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-08-29	"SA/GC"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 6"	""	7.2	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-14	"Charles"	"yes"
"FRA-36-MGE"	"DNA1-FRA-36-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-08-18	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 6"	""	1.1	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-14	"Franc"	"yes"
"GIN-36-MGE"	"DNA1-GIN-36-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-12-12	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 8"	""	34	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-14	"Ginger"	"yes"
"GOO-36-MGE"	"DNA1-GOO-36-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-08-04	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 5"	""	3.4	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-14	"Goose"	"yes"
"GRO-36-MGE"	"DNA1-GRO-36-MGE"	"GRO-36-MGE-L214"	"sample extracted and sequenced"	"cm001"	42	42	2	227	136.2	9.2	19662	"FAW97410"	"PL1_Run2"	"no_sample"	2023-12-21	2023-12-21 18:48:13.951103	"marmoset"	2023-12-21	"lsk16s"	"SQK-LSK114 EXP-PBC096"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	47	"yes"	50	2023-08-30	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 6"	""	23	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-14	"Grogu"	"yes"
"GRO-36-MGE"	"DNA1-GRO-36-MGE"	"GRO-36-MGE-S13"	"sample extracted and sequenced"	"cm002"	13	13	1	NA	NA	6.5	43384	"FAX08980"	"PL2"	"no_sample"	2024-02-12	2024-02-12 18:57:44.163673	"marmoset"	2024-02-12	"rapid16s"	"SQK-16S024"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-08-30	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 6"	""	23	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-14	"Grogu"	"yes"
"HAM-36-MGE"	"DNA1-HAM-36-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-07-18	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 4"	""	24	"SA/GR"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-04-14	"Hamlet"	"yes"
"HEN-36-MGE"	"DNA1-HEN-36-MGE"	"HEN-36-MGE-S62"	"sample extracted and sequenced"	"cm004"	16	16	1	NA	NA	3.12	13215	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-15	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 8"	""	10	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-14	"Henry"	"yes"
"HER-36-MGE"	"DNA1-HER-36-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-07-18	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 4"	"low"	6.1	"SA/GR"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-14	"Hera"	"yes"
"IRI-36-MGE"	"DNA1-IRI-36-MGE"	"IRI-36-MGE-L134"	"sample extracted and sequenced"	"cm001"	7	7	4	227	136.2	5.1	19394	"FAW97410"	"PL1_Run2"	"no_sample"	2023-12-21	2023-12-21 18:48:13.951103	"marmoset"	2023-12-21	"lsk16s"	"SQK-LSK114 EXP-PBC096"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	47	"yes"	50	2023-08-03	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 5"	""	3.8	"SA/GR"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-04-14	"Iris"	"yes"
"IVY-36-MGE"	"DNA1-IVY-36-MGE"	"IVY-36-MGE-L188"	"sample extracted and sequenced"	"cm001"	29	29	2	227	136.2	11	26241	"FAW97410"	"PL1_Run2"	"no_sample"	2023-12-21	2023-12-21 18:48:13.951103	"marmoset"	2023-12-21	"lsk16s"	"SQK-LSK114 EXP-PBC096"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	47	"yes"	50	2023-08-18	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 6"	""	3.4	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-14	"Ivy"	"yes"
"JAR-36-MGE"	"DNA1-JAR-36-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-07-21	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 4"	""	7.9	"SA/GR"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-14	"JarJar BINKS"	"yes"
"JOA-36-MGE"	"DNA1-JOA-36-MGE"	"JOA-36-MGE-S52"	"sample extracted and sequenced"	"cm004"	6	6	1	NA	NA	6.8	4386	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-08	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	16	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-14	"Joans"	"yes"
"KOR-36-MGE"	"DNA1-KOR-36-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-07-25	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 5"	""	5.3	"SA/GR"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-04-14	"Korra"	"yes"
"KUB-36-MGE"	"DNA1-KUB-36-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-07-25	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 5"	""	0.7	"SA/GR"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-14	"Kubo"	"yes"
"LAM-36-MGE"	"DNA1-LAM-36-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-08-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 6"	""	2.8	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-14	"Lambchop"	"yes"
"MAR-36-MGE"	"DNA1-MAR-36-MGE"	"MAR-36-MGE-S28"	"sample extracted and sequenced"	"cm003"	5	5	9	NA	NA	0.13	1340	"ARM773"	"PL3"	"no_sample"	2024-03-06	2024-03-06 19:21:09.366316	"marmoset"	2024-03-06	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-04	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	17	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-14	"Marshmallow"	"yes"
"OPH-36-MGE"	"DNA1-OPH-36-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-07-21	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 4"	""	4.5	"SA/GR"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-04-14	"Ophelia"	"yes"
"WOL-36-MGE"	"DNA1-WOL-36-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-07-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 5"	""	0.1	"SA/GR"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-14	"Wolverine"	"yes"
"BUD-37-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-15	"Buddy"	"yes"
"CHA-37-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-15	"Charles"	"yes"
"FRA-37-MGE"	"DNA1-FRA-37-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-03-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 9"	""	100	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-15	"Franc"	"yes"
"GIN-37-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-15	"Ginger"	"yes"
"GOO-37-MGE"	"DNA1-GOO-37-MGE"	"GOO-37-MGE-S112"	"sample extracted and sequenced"	"cm006"	20	20	NA	NA	NA	NA	10545	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 9"	""	28	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-15	"Goose"	"yes"
"GRO-37-MGE"	"DNA1-GRO-37-MGE"	"GRO-37-MGE-S94"	"sample extracted and sequenced"	"cm006"	2	2	NA	NA	NA	NA	8453	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-02	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 8"	""	78	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-15	"Grogu"	"yes"
"HAM-37-MGE"	"DNA1-HAM-37-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-06-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 2"	""	18	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-15	"Hamlet"	"yes"
"HEN-37-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-15	"Henry"	"yes"
"HER-37-MGE"	"DNA1-HER-37-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-12-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 8"	""	21	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-15	"Hera"	"yes"
"IRI-37-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-04-15	"Iris"	"yes"
"IVY-37-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-15	"Ivy"	"yes"
"JAR-37-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-15	"JarJar BINKS"	"yes"
"JOA-37-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-15	"Joans"	"yes"
"KOR-37-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-15	"Korra"	"yes"
"KUB-37-MGE"	"DNA1-KUB-37-MGE"	"KUB-37-MGE-S108"	"sample extracted and sequenced"	"cm006"	16	16	NA	NA	NA	NA	6139	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 9"	""	2.8	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-15	"Kubo"	"yes"
"LAM-37-MGE"	"DNA1-LAM-37-MGE"	"LAM-37-MGE-S120"	"sample extracted and sequenced"	"cm007"	5	5	NA	NA	NA	NA	10159	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-04	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 9"	""	88	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-15	"Lambchop"	"yes"
"MAR-37-MGE"	"DNA1-MAR-37-MGE"	"MAR-37-MGE-L224"	"sample extracted and sequenced"	"cm001"	51	51	10	227	136.2	1.94	19395	"FAW97410"	"PL1_Run2"	"no_sample"	2023-12-21	2023-12-21 18:48:13.951103	"marmoset"	2023-12-21	"lsk16s"	"SQK-LSK114 EXP-PBC096"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	47	"yes"	50	2023-09-22	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	19	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-15	"Marshmallow"	"yes"
"MAR-37-MGE"	"DNA1-MAR-37-MGE"	"MAR-37-MGE-S22"	"sample extracted and sequenced"	"cm002"	22	22	1	NA	NA	7.1	36972	"FAX08980"	"PL2"	"no_sample"	2024-02-12	2024-02-12 18:57:44.163673	"marmoset"	2024-02-12	"rapid16s"	"SQK-16S024"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-09-22	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	19	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-15	"Marshmallow"	"yes"
"OPH-37-MGE"	"DNA1-OPH-37-MGE"	"OPH-37-MGE-S93"	"sample extracted and sequenced"	"cm006"	1	1	NA	NA	NA	NA	9113	"ARM904"	"16S_UNO-CM-006"	"CM006"	2024-05-19	2024-05-19 21:36:13.616928	"marmoset"	2024-05-19	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 8"	""	33	"SA"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-04-15	"Ophelia"	"yes"
"WOL-37-MGE"	"DNA1-WOL-37-MGE"	"WOL-37-MGE-S169"	"sample extracted and sequenced"	"cm009"	8	8	NA	NA	NA	NA	20392	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-22	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 2"	""	0.9	"SA"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-04-15	"Wolverine"	"yes"
"BUD-38-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-16	"Buddy"	"yes"
"CHA-38-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-16	"Charles"	"yes"
"FRA-38-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-16	"Franc"	"yes"
"GIN-38-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-16	"Ginger"	"yes"
"GOO-38-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-16	"Goose"	"yes"
"GRO-38-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-16	"Grogu"	"yes"
"HAM-38-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-16	"Hamlet"	"yes"
"HEN-38-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-16	"Henry"	"yes"
"HER-38-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-16	"Hera"	"yes"
"IRI-38-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-04-16	"Iris"	"yes"
"IVY-38-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-16	"Ivy"	"yes"
"JAR-38-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-16	"JarJar BINKS"	"yes"
"JOA-38-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-16	"Joans"	"yes"
"KOR-38-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-16	"Korra"	"yes"
"KUB-38-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-16	"Kubo"	"yes"
